SMILES,LogKOC
Clc1cc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)cc1,4.62
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,5.66
Clc1ccc(Cl)c(Cl)c1-c1c(Cl)c(Cl)ccc1Cl,6.01
CCOC(=O)CN(c1c(CC)cccc1CC)C(=O)CCl,2.0
C#CC(NC(=O)c1ccc(cc1)C)(C)C,1.76
Cc1c(c(NC(CC)CC)c(cc1C)[N+]([O-])=O)[N+]([O-])=O,3.7
CCCSP(=O)(Oc1ccc(Br)cc1Cl)OCC,3.03
Clc1cc(Cl)c(Cl)cc1-c1cccc(Cl)c1Cl,5.69
Cc1cccc2[s]c3[n][n]c[n]3c21,3.09
CC(C)[n]1[n]c([n]c1Cl)OP(=S)(OCC)OCC,2.01
CCOc1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,5.0
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)[n]1c[n]c[n]1,2.71
CC1(C=C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,2.7
O=C(N(S(=O)(=O)N([Na])c1cccc2)C(C)C)c12,1.54
CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,1.73
COC(=O)C(C)Oc1ccc(cc1)Oc1ccc(Cl)cc1Cl,4.2
CC(C)C(C(=O)OC(C#N)c1cc(ccc1)Oc1ccccc1)c1ccc(Cl)cc1,3.73
CC1(C)C(C1C=C(Cl)Cl)C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1,5.0
CC1(C)C(C1C=C(Cl)Cl)C(=O)OCc1cccc(c1)Oc1ccccc1,4.8
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)cc1,5.95
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,2.3
CCOP(=S)(OC(Cl)C(Cl)(Cl)Cl)OCC,3.6
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)[n]1c[n]c[n]1,2.7
CC1=C(C)S(=O)(=O)CCS1(=O)=O,0.48
OC(=O)COc1[n]c(Cl)c(Cl)cc1Cl,1.67
CN(C)C(=O)Nc1cc(o[n]1)C(C)(C)C,2.47
Cc1cc(Cl)c(OP(=S)(OC)OC)c(Cl)c1,3.7
COc1c(O)cc(Cl)c(Cl)c1Cl,2.8
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,1.57
ClC(Cl)(Cl)CC1(OC1)c2cc(Cl)cc(Cl)c2,3.75
Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1,4.87
CN(SN(C)C(=O)O/N=C(\C)/SC)C(=O)O/N=C(\C)/SC,2.54
OC(c1ccccc1Cl)(c1ccc(Cl)cc1)c1c[n]c[n]c1,2.78
CCCC1COC(C[n]2c[n]c[n]2)(O1)c1ccc(Cl)cc1Cl,3.39
CCN(Cc1c(F)cccc1Cl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,4.0
O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccc(CCCCCCCCC)cc3,4.06
Cc1[n]c(NC(=O)NS(=O)(=O)c2ccccc2Cl)[n]c([n]1)OC,2.19
o1c2cc(Cl)ccc2nc1Oc3ccc(OC(C)C(=O)OCC)cc3,3.98
CC1(C)[C@H]([C@H]1C(=O)O[C@H](C#N)c1cccc(c1)Oc1ccccc1)C(Br)C(Br)(Br)Br,5.0
CC1(C)CNC(NC1)=NN=C(/C=C/c1ccc(cc1)C(F)(F)F)/C=C/c1ccc(cc1)C(F)(F)F,5.86
CC1(C)[C@H]([C@H]1/C=C(\Cl)/C(F)(F)F)C(=O)O[C@H](C#N)c1cccc(c1)Oc1ccccc1,5.26
CC1(C)C(C1C=C(Cl)Cl)C(=O)OC(C#N)c1ccc(F)c(c1)Oc1ccccc1,5.0
CSc1c(Cl)[n]c(N)[n]c1N,2.08
COC(=O)C(C)Oc1ccc(cc1)Oc1[n]cc(cc1Cl)C(F)(F)F,1.88
n1cc(C(F)(F)F)ccc1Oc2ccc(OC(C)C(=O)OCCCC)cc2,3.62
CC(C)[C@H](C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1)c1ccc(cc1)OC(F)F,5.0
CS(=O)(=O)NC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,1.78
CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,3.0
Clc1ccccc1-c1[n][n]c([n][n]1)-c1ccccc1Cl,4.66
n1c(C)cc(C)nc1NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC,1.62
Cc1cc(C)[n]c(NC(=O)NS(=O)(=O)c2ccccc2C(O)=O)[n]1,1.8
CCOC(=O)C(C)Oc1ccc(cc1)Oc1c[n]c2cc(Cl)ccc2[n]1,2.71
n1cncn1CC(O)(c2ccc(F)cc2)c3ccccc3F,1.88
"CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)[n]1c[n]c[n]1 |o1:4,6|",2.7
[NH4+].CP(O)(=O)CCC(N)C([O-])=O,2.63
NC(=O)Nc1ccc(Oc2ccccc2)cc1,2.56
c1c(F)c(C)cc(NC(=O)N)c1,1.75
Cc1cc(ccc1Br)NC(N)=O,2.37
Cc1[n]c(NC(=O)NS(=O)(=O)c2cc[s]c2C(=O)OC)[n]c([n]1)OC,1.45
C#CC(NC(=O)c1ccc(cc1)Br)(C)C,2.01
C#CC(NC(=O)c1ccc(cc1)F)(C)C,1.68
CC1(N=C(NC1=O)c1[n]cccc1C(O)=O)C(C)C,2.0
CC(C)C1(C)N=C(NC1=O)c1[n]c2ccccc2cc1C(O)=O,1.3
CCc1cc(C(O)=O)c([n]c1)C1NC(=O)C(C)(N=1)C(C)C,0.85
Cc1[n]c(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)[n]c([n]1)OC,2.02
CC(CC)(CC)c1cc(NC(=O)c2c(cccc2OC)OC)o[n]1,2.4
"CC1(C)[C@@H]([C@@H]1/C=C(\Cl)/C(F)(F)F)C(=O)OCc1cccc(-c2ccccc2)c1C |&1:3,4|",5.35
C[Si](C[n]1c[n]c[n]1)(c1ccc(F)cc1)c1ccc(F)cc1,3.22
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC(F)F)OC(F)F,1.08
"C[C@@]12CC[C@@](C[C@@H]1OCc1ccccc1C)(O2)C(C)C |o1:1,4,6|",2.6
n1c(Cl)cc(OC)nc1NC(=O)NS(=O)(=O)c2ccccc2C(=O)OCC,2.04
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1[n]c(NC)[n]c([n]1)OCC,1.93
Fc1cccc(F)c1NS(=O)(=O)c2nc3nc(C)ccn3n2,1.45
CN(C)C(=O)c1ccc[n]c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,1.48
C[n]1[n][n]c([n]1)-c1c[n][n](C)c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,1.89
CCS(=O)(=O)c1ccc[n]c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,1.71
COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)N([Na])C(=O)Nc2nc(OC)cc(OC)n2,1.46
c1cc(CCCC)c2nnnc2c1,2.16
c1cc(F)c2nnnc2c1,1.87
CC(=O)Nc1ccc(cc1)OC,1.4
CN1CCC[C@H]1c1c[n]ccc1,2.01
ClC(Cl)(Cl)Cl,1.85
c1c2c3ccccc3ccc2cc2ccccc21,5.3
c(c(c(c(c1)ccc2)c2)c(c(c3ccc4)c4)C)(c3C)c1,5.37
CN(C)c1ccc(cc1)N=Nc1ccccc1,3.87
"ClC1(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@H]54)[C@@H]3[C@]1(Cl)C(Cl)=C2Cl |o1:3,5,6,8,9,11,12,13|",4.08
NC(N)=S,0.85
NC(=O)Nc1ccccc1,1.35
O=C1NC=C(C(=O)N1)N(CCCl)CCCl,1.46
CCCCO,0.5
COc1ccc(cc1)C(c1ccc(cc1)OC)C(Cl)(Cl)Cl,4.9
ClCCl,1.44
CC(Cl)Cl,1.48
OC(=O)C(Cl)(Cl)Cl,0.3
CC1CC(C)(C)CC(=O)C=1,1.4
C=CC(N)=O,1.7
[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.98
CCOC(=O)c1ccccc1C(=O)OCC,1.84
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,4.72
OC(=O)Cc1c(Cl)c(Cl)ccc1Cl,1.8
O=NN(c1ccccc1)c1ccccc1,3.08
NC(=O)Cc1cccc2ccccc21,2.0
Oc1c(Cl)cc(Cl)cc1Cl,3.03
COc1ccccc1O,1.56
OC(c1ccccc1)c1ccccc1,2.34
c1cccc2[n]cccc21,3.1
Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,4.35
Nc1ccc(cc1)-c1ccc(N)cc1,3.46
Cc1cc(Cl)ccc1OC(C)C(O)=O,1.3
CCOC(=O)c1ccccc1,2.3
Cc1cc(Cl)ccc1OCC(O)=O,1.73
c1cccc2[nH][n][n]c21,1.69
Oc1ccccc1Cl,2.6
Clc1cc(Cl)c(Cl)cc1Cl,4.1
CC(O)c1ccccc1,1.5
Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,3.0
Cc1ccc(cc1)C(O)=O,1.77
CCc1ccccc1,2.23
N#Cc1c[n]ccc1,1.56
CC(C)OC(=O)Nc1cccc(Cl)c1,2.6
CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1,3.96
O=C(OCC)Nc(cccc1)c1,1.82
CCCc1ccccc1,2.87
CC(=O)Nc1ccc(Br)cc1,1.95
CCCCCCC(=O)OCC,2.61
Cc1ccc(C)cc1,2.41
Cc1ccc(N)cc1,1.9
Cc1cc(C)ccc1,2.25
O(C(CCl)C)C(CCl)C,1.67
Cc1cc(O)cc(C)c1,2.83
Clc1ccccc1,2.15
CCCCCCO,1.01
CCCCCCCO,1.14
CCCCCCCCCCO,2.59
O=C(O)C(C(C(=C(C12Cl)Cl)Cl)(C1(Cl)Cl)Cl)C2C(=O)O,2.79
CNC(=O)ON=CC(C)(C)SC,1.5
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,4.38
c1cc([n]c2ccccc21)-c1ccc2ccccc2[n]1,4.02
Clc1cc(Cl)c(Cl)cc1,3.1
NC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,2.31
c1ccccc1Nc1ccccc1,2.78
CCCCCC(=O)OCC,2.06
ClC(Cl)=C(Cl)Cl,2.4
c1cccc2oc3ccccc3c21,3.91
[Na]OC(=O)c1ccccc1C(=O)Nc2cccc3ccccc23,3.34
Nc1cc(Cl)cc(C(O)=O)c1Cl,1.48
CC(C)Nc1[n]c(Cl)[n]c(NC(C)C)[n]1,2.4
CCCCCCCCCO,1.89
Sc1[n]c2ccccc2[s]1,2.25
C1CN1,0.78
c1c2c3c4c5c1cccc5ccc4ccc3-c1ccccc1-2,6.2
c1ccc2C=Cc3cccc1c32,3.75
COP(=S)(OC)Oc1ccc(cc1)N(=O)=O,3.0
COP(=O)(OC(Br)C(Cl)(Cl)Br)OC,2.26
CC1NC(=O)N(C(C)C)C(=O)C=1Br,2.11
CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,2.4
CC(=O)Nc1cccc(F)c1,1.57
CCOP(=O)(OC(=CCl)c1ccc(Cl)cc1Cl)OCC,2.47
Cc1c(C)cccc1C,2.8
N(CSC(N1C)=S)(C1)C,1.0
BrC=CBr,1.65
CCCCN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,3.4
[O-][N+](=O)c1ccc(Br)cc1,2.42
Ic1ccccc1,3.1
Clc1c(Cl)c(Cl)cc(Cl)c1Cl,3.5
[O-][N+](=O)c1ccc(cc1C(O)=O)[N+]([O-])=O,2.3
CCOC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,2.74
CC(=O)Nc1cccc(Br)c1,2.01
Nc1ccc(Cl)c(Cl)c1Cl,2.6
Fc1c(F)c(F)c(F)c(F)c1S(=O)(=O)C,1.46
O=C(N(CC)CC)C,1.84
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,2.91
Cc1c2ccccc2cc2ccccc21,4.81
[O-][N+](=O)c1cc(Cl)c(Cl)c(Cl)c1Cl,4.23
Oc1cc(Cl)cc(Cl)c1Cl,3.61
COP(=S)(OC)SCSc1ccc(Cl)cc1,4.67
CCNc1nc(NCC)nc(SC)n1,2.3
CCc1cccc2ccccc12,3.78
O(C1C(O2)C2)C1,0.4
CC1(C)Cc2cccc(OC(=O)NC)c2O1,1.75
COc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,2.6
CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,4.0
CN(OC)C(=O)Nc1ccc(Cl)cc1,2.1
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,3.7
CC(C)Nc1[n]c([n]c(Cl)[n]1)N(CC)CC,2.91
NC(=S)c1c(Cl)cccc1Cl,2.26
Clc1cccc([n]1)C(Cl)(Cl)Cl,2.62
CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,3.55
Cc1cc(ccc1N(C)C)OC(=O)NC,2.0
CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)c1ccccc1,3.12
CC(=O)Nc1cc(Cl)c(Cl)cc1,2.34
ClC1(C(Cl)=C(Cl)C(Cl)=C1Cl)C1(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,4.52
Cc1ccc(cc1Cl)NC(=O)C(C)CCC,2.76
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C2(Cl)C2(Cl)C(Cl)(C3(Cl)C12Cl)C4(Cl)Cl,6.0
Clc1ccc(Cl)c(Cl)c1CC(=O)O[Na],1.72
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,2.85
CNC(=O)Oc1cc(C)cc(c1)C(C)C,2.48
COc1cc(Cl)c(cc1Cl)OC,3.1
CN(OC)C(=O)Nc1ccc(Br)cc1,2.1
Oc1c(c(Cl)ccc1Cl)C(O)=O,2.3
CNC(=O)Nc1ccc(Cl)c(Cl)c1,2.46
CCCC(=O)Oc1c(Br)cc(cc1Br)C#N,3.03
OCc1cccc2ccccc21,2.17
CC1OCCS(=O)(=O)C=1C(=O)Nc1ccccc1,1.98
CC1NC(=O)N(C(=O)C=1Cl)C(C)(C)C,1.66
C/C(=C\C(=O)NC)/OP(=O)(OC)OC,0.0
CC(=O)Nc1cc(Cl)c(cc1)OC,1.95
O=C(OC)c(c(c(N)cc1Cl)Cl)c1,2.74
COP(N)(=O)SC,0.7
COc1ccc(cc1)C(O)(C1CC1)c1c[n]c[n]c1,2.08
O=C(Nc1ccccc1)NC1CC1,1.74
O=P(OCC)(OCC)SCc1ccccc1,2.4
CS(=O)(=O)c1ccc(cc1)OP(=S)(OCC)OCC,2.17
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,4.9
CCCCNC(=O)[n]1c(NC(=O)OC)[n]c2ccccc12,2.71
CC(C)Oc1cc(c(Cl)cc1Cl)N1N=C(OC1=O)C(C)(C)C,3.51
CNC(=O)Nc1cc(Cl)ccc1,1.93
Cc1ccc(cc1Cl)NC(=O)NC,2.1
CNC(=O)ON=C(SC)C(=O)N(C)C,1.0
Cl.CNC(=O)Oc1cc(ccc1)N=CN(C)C,2.44
CC(C)(C#C)NC(=O)c1cc(Cl)cc(Cl)c1,2.31
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,1.52
CCOC1Oc2ccc(cc2C1(C)C)OS(C)(=O)=O,2.53
O=CNC(N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.3
COc1cc(ccc1)NC(=O)N(C)C,1.72
Cc1cc([n]c([n]1)N(CC)CC)OP(=S)(OC)OC,3.0
O=P(NC(C)C)(Oc1ccc(c(c1)C)S(=O)C)OCC,1.57
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,3.18
CCCN(CCCl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,3.55
CNC(=O)N(C)c1[n][n]c([s]1)C(C)(C)C,1.83
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1Cl,5.93
Clc1cc(-c2cc(Cl)ccc2Cl)c(Cl)cc1,5.12
c1c(Cl)cc(Cl)cc1N2C(=O)CN(C(=O)NC(C)C)C2(=O),2.85
C=CCN(CC=C)C(=O)C(Cl)Cl,1.6
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1Cl,5.79
COc1ccc(cc1)C(=O)NC(C)(C)C#C,1.83
CC1=NN=C(C(=O)N1N)c1ccccc1,2.17
COC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(Cl)cc1Cl,4.0
Cc1cccc(CC)c1N(C(C)COC)C(=O)CCl,2.46
O=C(Nc1ccccc1)Nc1c[n][n][s]1,2.04
O=C(OCCOCCCC)C(Oc(c(cc(c1)Cl)Cl)c1)C,3.0
CC(=C)CN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,3.6
CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,2.18
CCNC(=O)NC(=O)/C(/C#N)=N/OC,2.09
CN1C=C(C(=O)C(=C1)c1ccccc1)c1cc(ccc1)C(F)(F)F,2.85
[Na+].[O-]C(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,2.05
CCCCCOC(=O)Nc1ccccc1,2.61
Nc1[n]c(NC2CC2)[n]c(N)[n]1,2.3
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)[n]1cc[n]c1,2.7
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1,5.705
COC(=O)C(C)N(c1c(C)cccc1C)C(=O)Cc1ccccc1,3.54
CC(CC1CC(O)=C(C(=O)C1)C(CCC)=NOCC)SCC,2.0
Cc1[n]c(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)[n]c([n]1)OC,1.54
CCOC(=O)C(C)OC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,4.0
"C[C@@H]1[C@H](SC(=O)N1C(=O)NC1CCCCC1)c1ccc(Cl)cc1 |o1:1,2|",3.79
C#CC(NC(=O)c1ccc(cc1)C(C)C)(C)C,2.17
CC1(C)CON(Cc2ccccc2Cl)C1=O,2.44
n1c(OC)cc(OC)nc1NC(=O)NS(=O)(=O)Cc2ccccc2C(=O)OC,2.5
c1cc(Cl)ccc1C(C#N)(CCCC)Cn2ncnc2,2.7
Cc1[n]c([n]c([n]1)OC)N(C)C(=O)NS(=O)(=O)c1ccccc1C(=O)OC,1.72
[Na]OC(=O)c1c(Cl)cccc1Sc2nc(OC)cc(OC)n2,1.15
COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)Nc2nc(N(C)C)nc(OCC(F)(F)F)n2,1.84
c1cc(Cl)c2nnnc2c1,1.98
